user_input,action,product,quantity
I'd like to get 6 scarf.,remove,sweater,10
Throw in 5 scarf for me.,remove,toaster,3
"I changed my mind about those oranges, take 4 out.",add,blender,2
"Grab me 4 backpack, please.",remove,bananas,3
Include 3 t-shirt with my order.,remove,bread,-1
Get rid of 10 knife from my order.,remove,pillow,2
"Nix 10 shorts, please.",remove,water,2
Could you toss 10 sweater into the cart?,add,eggs,1
I don’t need 6 t-shirt anymore.,add,toaster,3
Throw in 3 jeans for me.,add,plate,4
Get rid of 3 plate from my order.,remove,bottle,6
Throw in 1 knife for me.,remove,plate,5
I need 4 more pillow.,remove,scarf,4
I want the eggs gone.,remove,yogurt,5
Wipe out the t-shirt.,add,shorts,4
Forget about the water.,remove,jeans,0
Let’s drop 5 socks.,remove,t-shirt,4
Get rid of 2 hat from my order.,add,t-shirt,4
Drop the eggs completely.,add,bananas,1
Drop the bottle completely.,remove,sweater,2
Drop the milk completely.,remove,pan,4
Pop 5 jacket into my shopping bag.,add,knife,5
Get rid of 3 pillow from my order.,remove,blender,4
Forget about the backpack.,add,backpack,-1
"Nix 3 pan, please.",remove,oranges,7
"Grab me 1 eggs, please.",remove,backpack,1
Throw in 2 water for me.,add,backpack,-1
I don’t need 4 plate anymore.,add,plate,9
Get rid of 10 mug from my order.,add,hat,-1
Pop 1 chocolate into my shopping bag.,remove,yogurt,2
Wipe out the bananas.,remove,hat,1
Could you toss 6 jacket into the cart?,remove,t-shirt,4
Eliminate the socks from my cart.,add,lamp,3
Throw in 2 toaster for me.,add,water,5
Can you take out 10 cheese?,remove,chocolate,1
Pop 6 milk into my shopping bag.,add,oranges,-2
Let’s drop 2 plate.,add,backpack,0
I want the sweater gone.,add,water,-3
Let’s drop 1 milk.,remove,blanket,1
Pop 2 chocolate into my shopping bag.,add,sweater,0
Pop 4 bananas into my shopping bag.,add,backpack,-1
Let’s drop 4 jacket.,remove,yogurt,2
I want the shoes gone.,add,oranges,9
Let’s add 10 blanket to the basket.,add,scarf,6
I'd like to get 3 shorts.,add,blender,2
Drop the bottle completely.,remove,hat,7
Can you take out 4 blender?,add,water,3
Drop the blanket completely.,add,knife,5
Get rid of 5 toaster from my order.,add,water,1
Throw in 2 knife for me.,remove,hat,2
Can you take out 10 shorts?,add,cheese,5
Include 2 socks with my order.,remove,toaster,0
Could you toss 3 oranges into the cart?,remove,jacket,5
"Grab me 4 bread, please.",remove,pillow,3
Drop the lamp completely.,add,eggs,3
Eliminate the apples from my cart.,remove,cheese,6
Please pull out 4 apples.,remove,backpack,-2
Please pull out 6 plate.,remove,water,5
Please pull out 1 toaster.,remove,pillow,0
Include 6 jeans with my order.,remove,backpack,1
Pop 5 blender into my shopping bag.,remove,hat,6
Could you toss 1 blender into the cart?,remove,shoes,3
"Grab me 5 yogurt, please.",add,shorts,6
Drop the toaster completely.,remove,oranges,0
Could you toss 6 blender into the cart?,remove,socks,3
Drop the bananas completely.,remove,eggs,-1
Can you take out 1 t-shirt?,remove,cheese,1
Please pull out 5 plate.,add,hat,4
Get rid of 3 jeans from my order.,add,bananas,6
Drop the jacket completely.,remove,oranges,3
Throw in 5 sweater for me.,remove,blanket,1
Include 5 mug with my order.,remove,bananas,4
"Nix 10 cheese, please.",add,milk,1
"Nix 6 backpack, please.",remove,bananas,4
I need 10 more milk.,remove,blender,6
Throw in 5 pan for me.,add,bottle,8
Let’s drop 2 bread.,remove,jacket,5
Let’s drop 2 plate.,remove,shorts,-1
Can you take out 10 knife?,remove,milk,3
Cancel the plate.,remove,knife,0
Include 1 pillow with my order.,remove,jeans,3
Could you toss 2 shorts into the cart?,remove,pan,2
Please pull out 5 eggs.,add,shorts,1
Please pull out 4 pan.,add,lamp,5
Let’s drop 1 bananas.,add,eggs,5
Throw in 2 toaster for me.,remove,water,0
Can you take out 2 bread?,add,water,3
Remove 4 eggs from the basket.,remove,knife,2
Include 4 water with my order.,add,shoes,4
Drop the bread completely.,remove,shorts,3
Cancel the shoes.,remove,apples,2
I need 6 more apples.,remove,jacket,-2
Pop 1 backpack into my shopping bag.,add,milk,4
Get rid of 10 apples from my order.,remove,lamp,2
Please pull out 10 eggs.,add,chocolate,4
"Grab me 5 scarf, please.",remove,scarf,7
Drop the pillow completely.,remove,oranges,2
Can you take out 4 jacket?,add,milk,9
Let’s drop 4 eggs.,add,milk,4
Get rid of 10 hat from my order.,remove,eggs,2
Remove 5 knife from the basket.,add,socks,2
"Nix 2 yogurt, please.",add,lamp,0
Could you toss 10 apples into the cart?,add,socks,7
I don’t need 5 bread anymore.,add,yogurt,6
Let’s add 3 bananas to the basket.,add,t-shirt,8
Remove 2 apples from the basket.,add,mug,3
Let’s add 6 lamp to the basket.,remove,sweater,2
Let’s add 6 bananas to the basket.,add,t-shirt,6
"I changed my mind about those shorts, take 1 out.",remove,knife,11
Remove 4 cheese from the basket.,add,yogurt,9
Include 2 socks with my order.,remove,plate,6
I'd like to get 6 milk.,remove,hat,3
Pop 3 hat into my shopping bag.,add,water,7
I don’t want the hat anymore.,remove,scarf,-3
Let’s drop 3 cheese.,remove,mug,7
I want the backpack gone.,add,shoes,4
"Nix 6 bread, please.",add,socks,-1
Pop 3 blender into my shopping bag.,add,oranges,7
Include 5 mug with my order.,remove,milk,2
I don’t need 2 water anymore.,add,sweater,4
Drop the shorts completely.,add,sweater,3
Can you take out 3 jacket?,add,hat,1
"Nix 6 bread, please.",add,plate,1
"Nix 6 blender, please.",add,jacket,4
Scratch the milk.,remove,jacket,3
"Grab me 5 t-shirt, please.",add,chocolate,5
Wipe out the cheese.,remove,eggs,5
I don’t want the plate anymore.,remove,scarf,1
"Grab me 6 toaster, please.",remove,jeans,1
Include 5 pillow with my order.,add,bananas,2
Include 1 pillow with my order.,add,milk,6
"Nix 4 milk, please.",remove,apples,3
"Nix 1 cheese, please.",add,milk,0
Include 6 jeans with my order.,add,scarf,2
I need 4 more socks.,remove,bread,2
Include 5 chocolate with my order.,add,chocolate,0
Pop 3 blender into my shopping bag.,remove,yogurt,1
Throw in 2 water for me.,remove,pan,4
I don’t need 10 backpack anymore.,add,pillow,1
Please pull out 3 t-shirt.,add,toaster,1
Remove 1 plate from the basket.,remove,knife,3
Eliminate the socks from my cart.,add,water,2
Please pull out 1 chocolate.,add,chocolate,4
"I changed my mind about those pan, take 5 out.",add,blender,7
"I changed my mind about those jacket, take 10 out.",add,jacket,2
Forget about the jeans.,add,mug,6
Get rid of 1 backpack from my order.,remove,jacket,2
I need 3 more lamp.,remove,oranges,3
Include 1 sweater with my order.,add,milk,1
"Nix 1 blender, please.",add,water,1
Get rid of 10 toaster from my order.,remove,jeans,6
I'd like to get 2 pillow.,remove,knife,0
Wipe out the blender.,add,yogurt,9
I want the eggs gone.,add,t-shirt,8
I need 6 more apples.,remove,water,5
Let’s drop 2 t-shirt.,add,hat,1
Get rid of 4 socks from my order.,remove,backpack,6
I don’t want the backpack anymore.,remove,bananas,3
Please pull out 6 shoes.,add,shorts,-1
Can you take out 3 yogurt?,add,scarf,9
Throw in 3 apples for me.,add,bananas,0
I don’t need 10 backpack anymore.,add,apples,2
I need 1 more shorts.,remove,apples,2
Throw in 1 scarf for me.,add,sweater,5
Include 5 mug with my order.,remove,bananas,3
Remove 10 socks from the basket.,add,t-shirt,8
I'd like to get 3 bread.,remove,jeans,7
"Nix 2 scarf, please.",remove,pillow,8
Get rid of 6 water from my order.,add,shorts,4
Could you toss 2 shorts into the cart?,add,apples,5
Please pull out 1 backpack.,add,lamp,1
Please pull out 6 blender.,remove,bottle,2
"I changed my mind about those backpack, take 1 out.",remove,shorts,5
I need 1 more knife.,add,hat,4
I'd like to get 6 t-shirt.,add,socks,12
Scratch the bananas.,remove,chocolate,-1
Scratch the milk.,remove,scarf,4
Let’s drop 1 bananas.,remove,backpack,3
Could you toss 6 bananas into the cart?,add,blanket,3
Throw in 3 knife for me.,add,bread,7
I'd like to get 4 pillow.,add,apples,5
I'd like to get 1 yogurt.,remove,yogurt,5
I want the socks gone.,remove,pillow,5
Pop 6 cheese into my shopping bag.,remove,scarf,1
Could you toss 2 pan into the cart?,add,socks,9
I don’t need 10 bananas anymore.,remove,pan,4
I need 2 more bottle.,add,chocolate,0
"I changed my mind about those shoes, take 5 out.",add,apples,1
Remove 2 bananas from the basket.,add,pillow,9
Remove 10 pan from the basket.,remove,jeans,3
Remove 3 jeans from the basket.,remove,jacket,6
Scratch the shorts.,remove,apples,5
Drop the shoes completely.,add,jeans,4
Pop 3 blender into my shopping bag.,remove,sweater,1
I need 3 more lamp.,remove,chocolate,2
Get rid of 10 hat from my order.,remove,scarf,2
Please pull out 5 bread.,remove,pan,3
Let’s drop 1 knife.,add,apples,10
Let’s drop 5 knife.,remove,apples,6
Pop 5 jacket into my shopping bag.,add,jacket,3
"Grab me 6 toaster, please.",add,chocolate,6
Include 3 mug with my order.,remove,plate,0
"Nix 3 sweater, please.",remove,bottle,2
Get rid of 3 bottle from my order.,add,scarf,4
"Nix 1 blender, please.",add,chocolate,4
"Grab me 2 pillow, please.",add,shorts,3
I need 6 more toaster.,add,sweater,5
Eliminate the blender from my cart.,add,shoes,7
Pop 1 t-shirt into my shopping bag.,add,pan,4
Pop 10 knife into my shopping bag.,remove,blanket,4
Let’s drop 1 shoes.,remove,bottle,5
Please pull out 2 t-shirt.,add,toaster,0
Remove 10 water from the basket.,remove,chocolate,4
I need 2 more scarf.,remove,mug,1
Cancel the knife.,add,shoes,-1
"I changed my mind about those bottle, take 3 out.",add,jeans,5
"I changed my mind about those oranges, take 4 out.",remove,t-shirt,4
"Nix 6 blender, please.",remove,cheese,1
Pop 1 hat into my shopping bag.,add,shorts,3
Forget about the jeans.,remove,oranges,1
I need 1 more plate.,add,pan,8
Remove 5 blanket from the basket.,remove,pan,0
Include 10 pan with my order.,add,blanket,1
Scratch the milk.,remove,bananas,5
I don’t need 3 pillow anymore.,remove,mug,6
Drop the pillow completely.,add,t-shirt,5
"Grab me 5 jeans, please.",add,mug,3
Remove 1 pan from the basket.,add,water,2
Throw in 3 pillow for me.,add,lamp,4
Eliminate the pan from my cart.,remove,mug,1
Can you take out 6 cheese?,remove,shorts,9
Can you take out 1 chocolate?,remove,yogurt,7
"Nix 10 shoes, please.",add,plate,-1
"I changed my mind about those cheese, take 6 out.",remove,knife,2
Pop 5 jacket into my shopping bag.,add,mug,3
Forget about the blender.,add,sweater,2
"I changed my mind about those shoes, take 5 out.",remove,bread,7
Get rid of 2 bananas from my order.,remove,cheese,1
I don’t need 10 bananas anymore.,remove,sweater,0
Include 6 blender with my order.,add,jacket,8
I don’t want the bread anymore.,remove,milk,5
Drop the shorts completely.,add,shorts,6
I don’t need 1 backpack anymore.,add,chocolate,8
Pop 10 knife into my shopping bag.,add,yogurt,-1
Get rid of 10 yogurt from my order.,add,yogurt,8
Include 6 pan with my order.,remove,pillow,6
"I changed my mind about those shoes, take 5 out.",add,bottle,11
Can you take out 3 jacket?,remove,eggs,6
Could you toss 6 blanket into the cart?,remove,jacket,0
"Nix 10 cheese, please.",add,scarf,7
Remove 10 yogurt from the basket.,add,sweater,4
Drop the water completely.,add,t-shirt,1
Remove 5 blanket from the basket.,add,pillow,6
"I changed my mind about those mug, take 1 out.",remove,plate,-3
I don’t need 10 sweater anymore.,add,jeans,-1
Remove 10 yogurt from the basket.,remove,eggs,2
I want the oranges gone.,add,mug,5
Get rid of 10 yogurt from my order.,add,knife,3
I don’t need 2 pillow anymore.,remove,apples,6
Include 4 milk with my order.,add,blender,6
Pop 3 shoes into my shopping bag.,add,milk,8
Can you take out 4 bananas?,remove,knife,2
I don’t need 5 blanket anymore.,add,knife,2
Throw in 2 water for me.,remove,chocolate,10
Remove 10 scarf from the basket.,add,chocolate,0
"I changed my mind about those chocolate, take 10 out.",add,yogurt,-1
Wipe out the plate.,remove,bread,5
Please pull out 10 toaster.,remove,pillow,1
Include 2 eggs with my order.,add,bottle,4
Include 5 scarf with my order.,remove,chocolate,7
"Nix 1 cheese, please.",add,backpack,2
Please pull out 1 bread.,add,t-shirt,3
"Grab me 3 t-shirt, please.",add,oranges,4
Eliminate the oranges from my cart.,add,backpack,6
Include 1 pillow with my order.,remove,socks,0
Can you take out 4 bananas?,remove,socks,-2
I don’t want the jeans anymore.,remove,socks,8
Pop 1 plate into my shopping bag.,remove,plate,4
Pop 6 cheese into my shopping bag.,add,jacket,6
Throw in 3 knife for me.,remove,hat,4
Please pull out 3 cheese.,add,yogurt,4
I want the mug gone.,remove,bananas,5
Include 5 cheese with my order.,remove,chocolate,2
Please pull out 5 scarf.,add,yogurt,-2
Let’s drop 1 pan.,add,shoes,1
Let’s drop 4 hat.,remove,backpack,2
Eliminate the yogurt from my cart.,add,hat,3
Include 5 mug with my order.,remove,toaster,7
Include 3 mug with my order.,remove,yogurt,5
I want the knife gone.,remove,toaster,1
Wipe out the bananas.,add,jeans,0
Wipe out the shorts.,add,bread,4
I don’t need 4 plate anymore.,remove,bottle,3
I don’t need 5 socks anymore.,remove,shoes,4
I want the socks gone.,add,hat,7
Let’s add 1 bananas to the basket.,remove,knife,3
Include 6 jeans with my order.,add,knife,6
Pop 1 knife into my shopping bag.,add,lamp,4
Get rid of 3 plate from my order.,add,milk,2
Please pull out 5 jeans.,add,sweater,3
I need 1 more plate.,remove,t-shirt,5
"I changed my mind about those plate, take 3 out.",add,shoes,-1
Can you take out 3 eggs?,remove,mug,5
Remove 10 pillow from the basket.,add,bread,4
Drop the jacket completely.,remove,shoes,5
Pop 5 blender into my shopping bag.,add,shoes,0
"I changed my mind about those eggs, take 1 out.",remove,bottle,3
Throw in 2 eggs for me.,add,plate,4
Forget about the blanket.,add,plate,5
"Nix 4 sweater, please.",add,hat,4
Pop 1 chocolate into my shopping bag.,add,shoes,1
Wipe out the yogurt.,remove,water,2
Let’s drop 4 eggs.,add,mug,8
Let’s add 10 hat to the basket.,add,cheese,4
"I changed my mind about those shoes, take 5 out.",add,backpack,3
Throw in 3 bananas for me.,add,bread,-3
Wipe out the pillow.,remove,t-shirt,3
Drop the t-shirt completely.,add,yogurt,4
Can you take out 6 pan?,add,apples,0
Can you take out 10 bottle?,add,knife,6
Could you toss 6 backpack into the cart?,add,blender,5
Cancel the plate.,remove,blanket,7
Remove 6 backpack from the basket.,remove,socks,0
Wipe out the hat.,add,socks,4
Scratch the pan.,remove,t-shirt,1
I need 1 more pillow.,add,bananas,5
Could you toss 6 bananas into the cart?,remove,yogurt,8
I don’t need 2 water anymore.,remove,bananas,5
Include 3 jeans with my order.,remove,bread,3
I need 10 more milk.,remove,sweater,4
Eliminate the knife from my cart.,add,toaster,2
Pop 6 jacket into my shopping bag.,remove,jeans,3
"Grab me 10 blender, please.",add,t-shirt,10
Get rid of 1 knife from my order.,remove,bread,2
"Grab me 4 milk, please.",remove,hat,1
"Nix 3 shorts, please.",remove,scarf,3
Scratch the shoes.,add,oranges,2
Throw in 6 oranges for me.,remove,socks,4
I don’t need 3 pillow anymore.,add,knife,6
Pop 6 sweater into my shopping bag.,add,yogurt,1
Remove 6 milk from the basket.,add,shoes,2
Eliminate the knife from my cart.,add,yogurt,5
Pop 10 jacket into my shopping bag.,add,backpack,0
Drop the lamp completely.,remove,hat,6
"Nix 2 backpack, please.",remove,jeans,0
Eliminate the lamp from my cart.,add,jeans,7
I'd like to get 4 jeans.,add,pillow,2
Please pull out 10 eggs.,remove,jacket,5
Let’s drop 5 lamp.,add,hat,5
Remove 10 toaster from the basket.,add,lamp,-1
Pop 10 knife into my shopping bag.,add,bottle,6
Let’s add 3 bananas to the basket.,remove,milk,5
I need 2 more backpack.,remove,jeans,5
I want the chocolate gone.,remove,bread,8
Cancel the blanket.,remove,hat,6
Include 2 yogurt with my order.,add,socks,3
Throw in 10 jacket for me.,remove,bananas,6
Forget about the yogurt.,remove,lamp,3
Get rid of 4 toaster from my order.,remove,milk,-1
Remove 1 pillow from the basket.,remove,plate,0
"I changed my mind about those eggs, take 6 out.",add,blanket,-1
I want the knife gone.,add,plate,3
"Grab me 10 pan, please.",add,yogurt,4
"I changed my mind about those plate, take 1 out.",add,plate,2
Let’s add 2 yogurt to the basket.,remove,milk,7
Could you toss 1 blanket into the cart?,add,mug,5
Let’s add 1 sweater to the basket.,remove,jacket,5
Wipe out the shoes.,remove,lamp,6
Get rid of 6 water from my order.,add,t-shirt,5
Can you take out 3 yogurt?,remove,jacket,6
Throw in 3 chocolate for me.,remove,shorts,3
Please pull out 6 water.,remove,blender,6
Please pull out 3 sweater.,remove,pillow,7
I'd like to get 2 jeans.,add,pillow,0
Scratch the hat.,remove,lamp,-1
I want the apples gone.,remove,mug,4
Scratch the oranges.,remove,pan,2
Please pull out 5 milk.,add,t-shirt,7
Remove 5 blanket from the basket.,remove,bread,3
Let’s add 6 bread to the basket.,remove,bananas,6
Please pull out 3 sweater.,remove,eggs,4
Let’s add 2 socks to the basket.,remove,pan,4
"Nix 6 backpack, please.",remove,jeans,8
Could you toss 4 sweater into the cart?,remove,sweater,4
"Nix 1 pan, please.",remove,pillow,3
Let’s drop 4 pan.,remove,shoes,3
Scratch the pillow.,add,milk,0
Please pull out 5 jeans.,remove,eggs,5
Please pull out 5 milk.,remove,shorts,4
I want the lamp gone.,add,pan,0
Forget about the blender.,remove,oranges,3
I need 4 more water.,add,pillow,-2
"Grab me 4 bread, please.",remove,hat,6
